11/22/2012 17:57:36,2.6.x,1.6.x,0.10.x,Linux Package Manager,astrophysics
11/22/2012 20:57:56,2.7.x,1.6.x,0.9.x,Linux Package Manager,Astronomy
11/22/2012 23:45:30,2.7.x,1.6.x,0.10.x,Enthought Python Distribution,Astronomy
11/23/2012 6:47:29,2.7.x,1.6.x,0.9.x,Installed from Source,Astronomy
11/23/2012 9:03:47,2.7.x,1.6.x,0.10.x,pip,Astronomy
11/23/2012 20:04:19,2.7.x,1.6.x,0.10.x,Enthought Python Distribution,Planetary science
11/23/2012 21:21:49,2.7.x,1.6.x,0.10.x,Installed from Source,Astronomy
11/23/2012 21:25:56,2.7.x,1.6.x,0.11.x,Installed from Source,Galaxy evolution
11/24/2012 17:35:09,2.7.x,1.5.x,0.8.x,Installed but I does not work properly ,Astro
11/25/2012 18:50:23,2.7.x,1.7.0,0.11.x,Linux Package Manager,Astrophysics
11/26/2012 19:45:45,2.7.x,1.6.x,0.9.x,Official binary installers (e.g. MacOS X DMG or official Windows installers),Astronomy
11/26/2012 22:10:43,2.7.x,1.6.x,0.10.x,Enthought Python Distribution,Astronomy
11/27/2012 7:51:05,3.2.x,1.6.x,0.9.x,Official binary installers (e.g. MacOS X DMG or official Windows installers),astronomy
11/28/2012 9:41:18,2.4.3,None,None,Don't know,Astronomy/Astrophysics
11/28/2012 9:44:38,2.7.x,1.6.x,0.10.x,Installed from Source,Astronomy
11/29/2012 14:53:59,2.7.x,1.6.x,0.10.x,MacPorts,astronomy
